Disease	Symptom_1	Symptom_2	Symptom_3	Symptom_4	Symptom_5	Symptom_6	Symptom_7	Symptom_8	Symptom_9	Symptom_10	Symptom_11	Symptom_12	Symptom_13	Symptom_14	Symptom_15	Symptom_16	Symptom_17
Hepatitis E	 joint_pain	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding					
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Paralysis (brain hemorrhage)	 vomiting	 weakness_of_one_body_side	 altered_sensorium														
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Peptic ulcer diseae	 indigestion	 loss_of_appetite	 abdominal_pain	 passage_of_gases	 internal_itching												
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Drug Reaction	itching	 skin_rash	 stomach_pain	 burning_micturition	 spotting_ urination												
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking											
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation					
Pneumonia	 chills	 fatigue	 cough	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum						
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 mild_fever	 yellowing_of_eyes	 muscle_pain							
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 diarrhoea	 muscle_pain									
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Alcoholic hepatitis	 vomiting	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload											
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 small_dents_in_nails	 inflammatory_nails												
Diabetes 	 fatigue	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria								
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Peptic ulcer diseae	 vomiting	 indigestion	 loss_of_appetite	 abdominal_pain	 passage_of_gases	 internal_itching											
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 high_fever	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain
Impetigo	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze													
Paralysis (brain hemorrhage)	 vomiting	 headache	 weakness_of_one_body_side	 altered_sensorium													
Pneumonia	 chills	 fatigue	 high_fever	 breathlessness	 sweating	 malaise	 phlegm	 chest_pain	 fast_heart_rate	 rusty_sputum							
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Drug Reaction	itching	 skin_rash	 burning_micturition	 spotting_ urination													
Hypoglycemia	 vomiting	 fatigue	 anxiety	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations						
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness	 painful_walking												
GERD	 stomach_pain	 acidity	 ulcers_on_tongue	 vomiting	 cough	 chest_pain											
Hepatitis D	 joint_pain	 vomiting	 fatigue	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes									
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 unsteadiness												
Chronic cholestasis	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes											
Cervical spondylosis	 back_pain	 weakness_in_limbs	 neck_pain	 dizziness													
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
Malaria	 chills	 vomiting	 high_fever	 sweating	 nausea	 diarrhoea	 muscle_pain										
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 abdominal_pain	 yellowing_of_eyes									
Hepatitis B	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections						
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Impetigo	 skin_rash	 blister	 red_sore_around_nose	 yellow_crust_ooze													
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
(vertigo) Paroymsal  Positional Vertigo	 vomiting	 headache	 nausea	 spinning_movements	 loss_of_balance	 unsteadiness											
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Peptic ulcer diseae	 vomiting	 indigestion	 loss_of_appetite	 passage_of_gases	 internal_itching												
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 depression	 irritability	 visual_disturbances								
Jaundice	itching	 vomiting	 fatigue	 weight_loss	 high_fever	 yellowish_skin	 dark_urine	 abdominal_pain									
Hepatitis D	 joint_pain	 vomiting	 fatigue	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes								
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Chicken pox	itching	 skin_rash	 fatigue	 lethargy	 high_fever	 headache	 loss_of_appetite	 mild_fever	 malaise	 red_spots_over_body							
Migraine	 acidity	 indigestion	 headache	 blurred_and_distorted_vision	 excessive_hunger	 stiff_neck	 irritability	 visual_disturbances									
Urinary tract infection	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine														
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body			
Heart attack	 vomiting	 breathlessness	 sweating	 chest_pain													
AIDS	 muscle_wasting	 patches_in_throat	 high_fever	 extra_marital_contacts													
Osteoarthristis	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking												
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 painful_walking													
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)							
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history												
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Acne	 skin_rash	 pus_filled_pimples	 blackheads	 scurring													
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Dengue	 skin_rash	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain	 red_spots_over_body				
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Arthritis	 muscle_weakness	 stiff_neck	 swelling_joints	 movement_stiffness													
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance													
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Urinary tract infection	 burning_micturition	 foul_smell_of urine	 continuous_feel_of_urine														
Hyperthyroidism	 fatigue	 mood_swings	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Hepatitis B	itching	 fatigue	 lethargy	 yellowish_skin	 dark_urine	 loss_of_appetite	 abdominal_pain	 yellow_urine	 yellowing_of_eyes	 malaise	 receiving_blood_transfusion	 receiving_unsterile_injections					
Paralysis (brain hemorrhage)	 headache	 weakness_of_one_body_side	 altered_sensorium														
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 excessive_hunger	 increased_appetite	 polyuria							
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
hepatitis A	 joint_pain	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain						
Diabetes 	 fatigue	 weight_loss	 restlessness	 lethargy	 irregular_sugar_level	 blurred_and_distorted_vision	 obesity	 increased_appetite	 polyuria								
Heart attack	 vomiting	 breathlessness	 chest_pain														
Malaria	 chills	 vomiting	 high_fever	 sweating	 nausea	 diarrhoea	 muscle_pain										
Psoriasis	 skin_rash	 joint_pain	 skin_peeling	 silver_like_dusting	 small_dents_in_nails	 inflammatory_nails											
Drug Reaction	itching	 skin_rash	 stomach_pain	 spotting_ urination													
Typhoid	 chills	 vomiting	 fatigue	 high_fever	 headache	 nausea	 constipation	 abdominal_pain	 diarrhoea	 toxic_look_(typhos)	 belly_pain						
Malaria	 chills	 vomiting	 high_fever	 sweating	 headache	 nausea	 muscle_pain										
hepatitis A	 vomiting	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 diarrhoea	 mild_fever	 yellowing_of_eyes	 muscle_pain							
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 blurred_and_distorted_vision	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations					
Hypoglycemia	 vomiting	 fatigue	 anxiety	 sweating	 headache	 nausea	 excessive_hunger	 drying_and_tingling_lips	 slurred_speech	 irritability	 palpitations						
Hypothyroidism	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation					
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Hepatitis C	 fatigue	 yellowish_skin	 nausea	 loss_of_appetite	 yellowing_of_eyes	 family_history											
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation							
Urinary tract infection	 burning_micturition	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine													
Dimorphic hemmorhoids(piles)	 constipation	 pain_during_bowel_movements	 pain_in_anal_region	 bloody_stool	 irritation_in_anus												
Varicose veins	 fatigue	 cramps	 bruising	 swollen_legs	 swollen_blood_vessels	 prominent_veins_on_calf											
Fungal infection	itching	 skin_rash	 dischromic _patches														
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Bronchial Asthma	 fatigue	 cough	 high_fever	 breathlessness	 family_history	 mucoid_sputum											
Urinary tract infection	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine														
Osteoarthristis	 joint_pain	 neck_pain	 knee_pain	 hip_joint_pain	 swelling_joints	 painful_walking											
Hypertension 	 headache	 chest_pain	 dizziness	 loss_of_balance	 lack_of_concentration												
Hepatitis E	 joint_pain	 vomiting	 fatigue	 high_fever	 yellowish_skin	 dark_urine	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes	 acute_liver_failure	 coma	 stomach_bleeding				
Tuberculosis	 chills	 vomiting	 fatigue	 weight_loss	 cough	 high_fever	 breathlessness	 sweating	 loss_of_appetite	 mild_fever	 yellowing_of_eyes	 swelled_lymph_nodes	 malaise	 phlegm	 chest_pain	 blood_in_sputum	
Urinary tract infection	 bladder_discomfort	 foul_smell_of urine	 continuous_feel_of_urine														
Hyperthyroidism	 fatigue	 mood_swings	 weight_loss	 restlessness	 sweating	 diarrhoea	 fast_heart_rate	 excessive_hunger	 muscle_weakness	 irritability	 abnormal_menstruation						
Common Cold	 continuous_sneezing	 chills	 fatigue	 cough	 high_fever	 headache	 swelled_lymph_nodes	 malaise	 phlegm	 throat_irritation	 redness_of_eyes	 sinus_pressure	 runny_nose	 congestion	 chest_pain	 loss_of_smell	 muscle_pain
Dengue	 skin_rash	 chills	 joint_pain	 vomiting	 fatigue	 high_fever	 headache	 nausea	 loss_of_appetite	 pain_behind_the_eyes	 back_pain	 malaise	 muscle_pain				
Gastroenteritis	 vomiting	 sunken_eyes	 dehydration	 diarrhoea													
Hypothyroidism	 fatigue	 weight_gain	 cold_hands_and_feets	 mood_swings	 lethargy	 dizziness	 puffy_face_and_eyes	 enlarged_thyroid	 brittle_nails	 swollen_extremeties	 depression	 irritability	 abnormal_menstruation				
Varicose veins	 fatigue	 cramps	 bruising	 obesity	 swollen_legs	 swollen_blood_vessels											
Alcoholic hepatitis	 vomiting	 yellowish_skin	 abdominal_pain	 swelling_of_stomach	 distention_of_abdomen	 history_of_alcohol_consumption	 fluid_overload										
Impetigo	 skin_rash	 high_fever	 blister	 red_sore_around_nose	 yellow_crust_ooze												
Chronic cholestasis	itching	 vomiting	 yellowish_skin	 nausea	 loss_of_appetite	 abdominal_pain	 yellowing_of_eyes										
Allergy	 continuous_sneezing	 shivering	 chills	 watering_from_eyes													
